849.0000	465.0000
1152.0000	753.0000
1185.0000	846.0000
1533.0000	993.0000
1251.0000	1692.0000
750.0000	1071.0000
804.0000	1284.0000
570.0000	1332.0000
282.0000	1161.0000
2433.0000	2448.0000
2586.0000	2415.0000
2628.0000	2568.0000
2265.0000	2211.0000
2397.0000	375.0000
2577.0000	645.0000
2490.0000	849.0000
2121.0000	1059.0000
348.0000	2151.0000
279.0000	2271.0000
168.0000	2238.0000
87.0000	1764.0000
366.0000	1665.0000
597.0000	2184.0000
1266.0000	2094.0000
1686.0000	2637.0000
759.0000	291.0000
1995.0000	303.0000
2385.0000	1194.0000
1848.0000	1923.0000
939.0000	636.0000
1590.0000	561.0000
2418.0000	1695.0000
1674.0000	2280.0000
831.0000	2007.0000
438.0000	666.0000
1551.0000	345.0000
